
时间（s）	 地心距（m）	 经度（rad）	 纬度（rad）	 速度（m/s）	 弹道倾角（rad）	 弹道偏角（rad）	  纵向距离（m）	 侧向距离（m）	 地面高度（m）
20.500000	6380503.195139	0.422998	-0.007854	338.934609	0.716889	4.712392	2697882.323208	-50092.692121	2503.195139
20.600000	6380525.464582	0.422994	-0.007854	340.792092	0.714825	4.712392	2697856.781737	-50092.692054	2525.464582
20.700000	6380547.803006	0.422990	-0.007854	342.652948	0.712769	4.712392	2697831.054245	-50092.691986	2547.803006
20.800000	6380570.210162	0.422986	-0.007854	344.517183	0.710721	4.712392	2697805.140259	-50092.691917	2570.210162
20.900000	6380592.685796	0.422982	-0.007854	346.384802	0.708681	4.712392	2697779.039309	-50092.691846	2592.685796
21.000000	6380615.229660	0.422978	-0.007854	348.255812	0.706648	4.712392	2697752.750923	-50092.691775	2615.229660
21.100000	6380637.841504	0.422974	-0.007854	350.130220	0.704623	4.712392	2697726.274634	-50092.691701	2637.841504
21.200000	6380660.521080	0.422970	-0.007854	352.008030	0.702606	4.712392	2697699.609972	-50092.691627	2660.521080
21.300000	6380683.268139	0.422965	-0.007854	353.889250	0.700596	4.712392	2697672.756469	-50092.691551	2683.268139
21.400000	6380706.082436	0.422961	-0.007854	355.773885	0.698594	4.712392	2697645.713660	-50092.691473	2706.082436
21.500000	6380728.963725	0.422957	-0.007854	357.661942	0.696599	4.712392	2697618.481077	-50092.691394	2728.963725
21.600000	6380751.911759	0.422953	-0.007854	359.553428	0.694611	4.712392	2697591.058256	-50092.691314	2751.911759
21.700000	6380774.926296	0.422948	-0.007854	361.448347	0.692631	4.712392	2697563.444732	-50092.691232	2774.926296
21.800000	6380798.007091	0.422944	-0.007854	363.346708	0.690658	4.712392	2697535.640040	-50092.691148	2798.007091
21.900000	6380821.153901	0.422939	-0.007854	365.248515	0.688693	4.712392	2697507.643719	-50092.691063	2821.153901
22.000000	6380844.366486	0.422935	-0.007854	367.153776	0.686735	4.712392	2697479.455306	-50092.690977	2844.366486
22.100000	6380867.644603	0.422931	-0.007854	369.062496	0.684784	4.712392	2697451.074338	-50092.690889	2867.644603
22.200000	6380890.988014	0.422926	-0.007854	370.974683	0.682840	4.712392	2697422.500355	-50092.690799	2890.988014
22.300000	6380914.396478	0.422922	-0.007854	372.890343	0.680904	4.712392	2697393.732897	-50092.690708	2914.396478
22.400000	6380937.869757	0.422917	-0.007854	374.809482	0.678974	4.712392	2697364.771503	-50092.690615	2937.869757
22.500000	6380961.407614	0.422912	-0.007854	376.732106	0.677052	4.712392	2697335.615715	-50092.690520	2961.407614
22.600000	6380985.009811	0.422908	-0.007854	378.658223	0.675137	4.712392	2697306.265075	-50092.690424	2985.009811
22.700000	6381008.676113	0.422903	-0.007854	380.587839	0.673229	4.712392	2697276.719124	-50092.690326	3008.676113
22.800000	6381032.406285	0.422899	-0.007854	382.520960	0.671328	4.712392	2697246.977405	-50092.690226	3032.406285
22.900000	6381056.200092	0.422894	-0.007854	384.457593	0.669434	4.712392	2697217.039461	-50092.690125	3056.200092
23.000000	6381080.057300	0.422889	-0.007854	386.397745	0.667546	4.712392	2697186.904837	-50092.690022	3080.057300
23.100000	6381103.977678	0.422884	-0.007854	388.341422	0.665666	4.712392	2697156.573076	-50092.689916	3103.977678
23.200000	6381127.960993	0.422880	-0.007854	390.288631	0.663793	4.712393	2697126.043724	-50092.689810	3127.960993
