
时间（s）	 地心距（m）	 经度（rad）	 纬度（rad）	 速度（m/s）	 弹道倾角（rad）	 弹道偏角（rad）	  纵向距离（m）	 侧向距离（m）	 地面高度（m）
1009.200000	6398000.000000	0.037976	0.017453	240.000000	0.000000	0.000000	242208.000000	111317.099692	20000.000000
1009.300000	6398000.000000	0.037979	0.017453	240.000000	0.000000	0.000000	242232.000000	111317.099692	20000.000000
1009.400000	6398000.000000	0.037983	0.017453	240.000000	0.000000	0.000000	242256.000000	111317.099692	20000.000000
1009.500000	6398000.000000	0.037987	0.017453	240.000000	0.000000	0.000000	242280.000000	111317.099692	20000.000000
1009.600000	6398000.000000	0.037991	0.017453	240.000000	0.000000	0.000000	242304.000000	111317.099692	20000.000000
1009.700000	6398000.000000	0.037994	0.017453	240.000000	0.000000	0.000000	242328.000000	111317.099692	20000.000000
1009.800000	6398000.000000	0.037998	0.017453	240.000000	0.000000	0.000000	242352.000000	111317.099692	20000.000000
1009.900000	6398000.000000	0.038002	0.017453	240.000000	0.000000	0.000000	242376.000000	111317.099692	20000.000000
1010.000000	6398000.000000	0.038006	0.017453	240.000000	0.000000	0.000000	242400.000000	111317.099692	20000.000000
1010.100000	6398000.000000	0.038009	0.017453	240.000000	0.000000	0.000000	242424.000000	111317.099692	20000.000000
1010.200000	6398000.000000	0.038013	0.017453	240.000000	0.000000	0.000000	242448.000000	111317.099692	20000.000000
1010.300000	6398000.000000	0.038017	0.017453	240.000000	0.000000	0.000000	242472.000000	111317.099692	20000.000000
1010.400000	6398000.000000	0.038021	0.017453	240.000000	0.000000	0.000000	242496.000000	111317.099692	20000.000000
1010.500000	6398000.000000	0.038024	0.017453	240.000000	0.000000	0.000000	242520.000000	111317.099692	20000.000000
1010.600000	6398000.000000	0.038028	0.017453	240.000000	0.000000	0.000000	242544.000000	111317.099692	20000.000000
1010.700000	6398000.000000	0.038032	0.017453	240.000000	0.000000	0.000000	242568.000000	111317.099692	20000.000000
1010.800000	6398000.000000	0.038036	0.017453	240.000000	0.000000	0.000000	242592.000000	111317.099692	20000.000000
1010.900000	6398000.000000	0.038040	0.017453	240.000000	0.000000	0.000000	242616.000000	111317.099692	20000.000000
1011.000000	6398000.000000	0.038043	0.017453	240.000000	0.000000	0.000000	242640.000000	111317.099692	20000.000000
1011.100000	6398000.000000	0.038047	0.017453	240.000000	0.000000	0.000000	242664.000000	111317.099692	20000.000000
1011.200000	6398000.000000	0.038051	0.017453	240.000000	0.000000	0.000000	242688.000000	111317.099692	20000.000000
1011.300000	6398000.000000	0.038055	0.017453	240.000000	0.000000	0.000000	242712.000000	111317.099692	20000.000000
1011.400000	6398000.000000	0.038058	0.017453	240.000000	0.000000	0.000000	242736.000000	111317.099692	20000.000000
1011.500000	6398000.000000	0.038062	0.017453	240.000000	0.000000	0.000000	242760.000000	111317.099692	20000.000000
1011.600000	6398000.000000	0.038066	0.017453	240.000000	0.000000	0.000000	242784.000000	111317.099692	20000.000000
1011.700000	6398000.000000	0.038070	0.017453	240.000000	0.000000	0.000000	242808.000000	111317.099692	20000.000000
1011.800000	6398000.000000	0.038073	0.017453	240.000000	0.000000	0.000000	242832.000000	111317.099692	20000.000000
1011.900000	6398000.000000	0.038077	0.017453	240.000000	0.000000	0.000000	242856.000000	111317.099692	20000.000000
1012.000000	6398000.000000	0.038081	0.017453	240.000000	0.000000	0.000000	242880.000000	111317.099692	20000.000000
1012.100000	6398000.000000	0.038085	0.017453	240.000000	0.000000	0.000000	242904.000000	111317.099692	20000.000000
1012.200000	6398000.000000	0.038088	0.017453	240.000000	0.000000	0.000000	242928.000000	111317.099692	20000.000000
1012.300000	6398000.000000	0.038092	0.017453	240.000000	0.000000	0.000000	242952.000000	111317.099692	20000.000000
1012.400000	6398000.000000	0.038096	0.017453	240.000000	0.000000	0.000000	242976.000000	111317.099692	20000.000000
1012.500000	6398000.000000	0.038100	0.017453	240.000000	0.000000	0.000000	243000.000000	111317.099692	20000.000000
1012.600000	6398000.000000	0.038103	0.017453	240.000000	0.000000	0.000000	243024.000000	111317.099692	20000.000000
1012.700000	6398000.000000	0.038107	0.017453	240.000000	0.000000	0.000000	243048.000000	111317.099692	20000.000000
1012.800000	6398000.000000	0.038111	0.017453	240.000000	0.000000	0.000000	243072.000000	111317.099692	20000.000000
1012.900000	6398000.000000	0.038115	0.017453	240.000000	0.000000	0.000000	243096.000000	111317.099692	20000.000000
1013.000000	6398000.000000	0.038119	0.017453	240.000000	0.000000	0.000000	243120.000000	111317.099692	20000.000000
1013.100000	6398000.000000	0.038122	0.017453	240.000000	0.000000	0.000000	243144.000000	111317.099692	20000.000000
1013.200000	6398000.000000	0.038126	0.017453	240.000000	0.000000	0.000000	243168.000000	111317.099692	20000.000000
1013.300000	6398000.000000	0.038130	0.017453	240.000000	0.000000	0.000000	243192.000000	111317.099692	20000.000000
1013.400000	6398000.000000	0.038134	0.017453	240.000000	0.000000	0.000000	243216.000000	111317.099692	20000.000000
1013.500000	6398000.000000	0.038137	0.017453	240.000000	0.000000	0.000000	243240.000000	111317.099692	20000.000000
1013.600000	6398000.000000	0.038141	0.017453	240.000000	0.000000	0.000000	243264.000000	111317.099692	20000.000000
1013.700000	6398000.000000	0.038145	0.017453	240.000000	0.000000	0.000000	243288.000000	111317.099692	20000.000000
1013.800000	6398000.000000	0.038149	0.017453	240.000000	0.000000	0.000000	243312.000000	111317.099692	20000.000000
1013.900000	6398000.000000	0.038152	0.017453	240.000000	0.000000	0.000000	243336.000000	111317.099692	20000.000000
1014.000000	6398000.000000	0.038156	0.017453	240.000000	0.000000	0.000000	243360.000000	111317.099692	20000.000000
1014.100000	6398000.000000	0.038160	0.017453	240.000000	0.000000	0.000000	243384.000000	111317.099692	20000.000000
1014.200000	6398000.000000	0.038164	0.017453	240.000000	0.000000	0.000000	243408.000000	111317.099692	20000.000000
1014.300000	6398000.000000	0.038167	0.017453	240.000000	0.000000	0.000000	243432.000000	111317.099692	20000.000000
1014.400000	6398000.000000	0.038171	0.017453	240.000000	0.000000	0.000000	243456.000000	111317.099692	20000.000000
1014.500000	6398000.000000	0.038175	0.017453	240.000000	0.000000	0.000000	243480.000000	111317.099692	20000.000000
1014.600000	6398000.000000	0.038179	0.017453	240.000000	0.000000	0.000000	243504.000000	111317.099692	20000.000000
1014.700000	6398000.000000	0.038183	0.017453	240.000000	0.000000	0.000000	243528.000000	111317.099692	20000.000000
1014.800000	6398000.000000	0.038186	0.017453	240.000000	0.000000	0.000000	243552.000000	111317.099692	20000.000000
1014.900000	6398000.000000	0.038190	0.017453	240.000000	0.000000	0.000000	243576.000000	111317.099692	20000.000000
1015.000000	6398000.000000	0.038194	0.017453	240.000000	0.000000	0.000000	243600.000000	111317.099692	20000.000000
1015.100000	6398000.000000	0.038198	0.017453	240.000000	0.000000	0.000000	243624.000000	111317.099692	20000.000000
1015.200000	6398000.000000	0.038201	0.017453	240.000000	0.000000	0.000000	243648.000000	111317.099692	20000.000000
1015.300000	6398000.000000	0.038205	0.017453	240.000000	0.000000	0.000000	243672.000000	111317.099692	20000.000000
1015.400000	6398000.000000	0.038209	0.017453	240.000000	0.000000	0.000000	243696.000000	111317.099692	20000.000000
1015.500000	6398000.000000	0.038213	0.017453	240.000000	0.000000	0.000000	243720.000000	111317.099692	20000.000000
1015.600000	6398000.000000	0.038216	0.017453	240.000000	0.000000	0.000000	243744.000000	111317.099692	20000.000000
1015.700000	6398000.000000	0.038220	0.017453	240.000000	0.000000	0.000000	243768.000000	111317.099692	20000.000000
1015.800000	6398000.000000	0.038224	0.017453	240.000000	0.000000	0.000000	243792.000000	111317.099692	20000.000000
1015.900000	6398000.000000	0.038228	0.017453	240.000000	0.000000	0.000000	243816.000000	111317.099692	20000.000000
1016.000000	6398000.000000	0.038231	0.017453	240.000000	0.000000	0.000000	243840.000000	111317.099692	20000.000000
1016.100000	6398000.000000	0.038235	0.017453	240.000000	0.000000	0.000000	243864.000000	111317.099692	20000.000000
1016.200000	6398000.000000	0.038239	0.017453	240.000000	0.000000	0.000000	243888.000000	111317.099692	20000.000000
1016.300000	6398000.000000	0.038243	0.017453	240.000000	0.000000	0.000000	243912.000000	111317.099692	20000.000000
1016.400000	6398000.000000	0.038246	0.017453	240.000000	0.000000	0.000000	243936.000000	111317.099692	20000.000000
1016.500000	6398000.000000	0.038250	0.017453	240.000000	0.000000	0.000000	243960.000000	111317.099692	20000.000000
1016.600000	6398000.000000	0.038254	0.017453	240.000000	0.000000	0.000000	243984.000000	111317.099692	20000.000000
1016.700000	6398000.000000	0.038258	0.017453	240.000000	0.000000	0.000000	244008.000000	111317.099692	20000.000000
1016.800000	6398000.000000	0.038262	0.017453	240.000000	0.000000	0.000000	244032.000000	111317.099692	20000.000000
1016.900000	6398000.000000	0.038265	0.017453	240.000000	0.000000	0.000000	244056.000000	111317.099692	20000.000000
1017.000000	6398000.000000	0.038269	0.017453	240.000000	0.000000	0.000000	244080.000000	111317.099692	20000.000000
1017.100000	6398000.000000	0.038273	0.017453	240.000000	0.000000	0.000000	244104.000000	111317.099692	20000.000000
1017.200000	6398000.000000	0.038277	0.017453	240.000000	0.000000	0.000000	244128.000000	111317.099692	20000.000000
1017.300000	6398000.000000	0.038280	0.017453	240.000000	0.000000	0.000000	244152.000000	111317.099692	20000.000000
1017.400000	6398000.000000	0.038284	0.017453	240.000000	0.000000	0.000000	244176.000000	111317.099692	20000.000000
1017.500000	6398000.000000	0.038288	0.017453	240.000000	0.000000	0.000000	244200.000000	111317.099692	20000.000000
1017.600000	6398000.000000	0.038292	0.017453	240.000000	0.000000	0.000000	244224.000000	111317.099692	20000.000000
1017.700000	6398000.000000	0.038295	0.017453	240.000000	0.000000	0.000000	244248.000000	111317.099692	20000.000000
1017.800000	6398000.000000	0.038299	0.017453	240.000000	0.000000	0.000000	244272.000000	111317.099692	20000.000000
1017.900000	6398000.000000	0.038303	0.017453	240.000000	0.000000	0.000000	244296.000000	111317.099692	20000.000000
1018.000000	6398000.000000	0.038307	0.017453	240.000000	0.000000	0.000000	244320.000000	111317.099692	20000.000000
1018.100000	6398000.000000	0.038310	0.017453	240.000000	0.000000	0.000000	244344.000000	111317.099692	20000.000000
1018.200000	6398000.000000	0.038314	0.017453	240.000000	0.000000	0.000000	244368.000000	111317.099692	20000.000000
1018.300000	6398000.000000	0.038318	0.017453	240.000000	0.000000	0.000000	244392.000000	111317.099692	20000.000000
